,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
17150,17151,2015,2,13,14,136.0,137.0,50.0,103.0,2100.0,49.0,7.9,1011.7,-9.5,0.0,SW,2.3
17151,17152,2015,2,13,15,147.0,151.0,46.0,106.0,2100.0,52.0,8.0,1009.0,-11.4,0.0,SW,2.8
17152,17153,2015,2,13,16,131.0,141.0,37.0,72.0,1700.0,77.0,9.0,1009.0,-10.5,0.0,SW,1.7
17153,17154,2015,2,13,17,140.0,158.0,36.0,62.0,1600.0,91.0,9.0,1006.0,-11.1,0.0,SW,2.1
17154,17155,2015,2,13,18,176.0,203.0,37.0,73.0,1900.0,91.0,7.0,1008.0,-10.8,0.0,SSW,0.8
17155,17156,2015,2,13,19,192.0,226.0,39.0,119.0,2700.0,45.0,5.0,1005.0,-11.2,0.0,SW,1.0
17156,17157,2015,2,13,20,223.0,250.0,42.0,159.0,3300.0,9.0,3.0,1006.0,-9.6,0.0,W,0.9
17157,17158,2015,2,13,21,245.0,275.0,53.0,172.0,4200.0,7.0,1.0,1005.0,-9.6,0.0,W,0.9
17158,17159,2015,2,13,22,279.0,312.0,50.0,169.0,4700.0,9.0,0.0,1006.0,-9.7,0.0,WSW,0.7
17159,17160,2015,2,13,23,306.0,327.0,48.0,162.0,5100.0,8.0,-1.0,1004.0,-10.1,0.0,WSW,0.5
17160,17161,2015,2,14,0,275.0,287.0,51.0,155.0,4600.0,7.0,-1.0,1005.0,-9.1,0.0,NNE,0.5
17161,17162,2015,2,14,1,224.0,227.0,58.0,152.0,4400.0,8.0,0.0,1008.0,-8.9,0.0,NE,1.6
17162,17163,2015,2,14,2,263.0,263.0,58.0,146.0,4200.0,9.0,1.0,1005.0,-8.0,0.0,NNE,0.5
17163,17164,2015,2,14,3,270.0,270.0,64.0,137.0,3700.0,9.0,1.0,1008.0,-8.5,0.0,E,1.4
17164,17165,2015,2,14,4,229.0,229.0,58.0,126.0,3100.0,7.0,0.0,1006.0,-8.9,0.0,WSW,0.9
17165,17166,2015,2,14,5,196.0,196.0,51.0,128.0,3100.0,5.0,-2.0,1004.0,-9.4,0.0,ENE,0.3
17166,17167,2015,2,14,6,180.0,180.0,51.0,124.0,3000.0,5.0,-1.0,1003.0,-8.5,0.0,NE,0.5
17167,17168,2015,2,14,7,204.0,204.0,56.0,117.0,3000.0,6.0,-2.0,1002.0,-8.7,0.0,WSW,0.7
17168,17169,2015,2,14,8,204.0,211.0,50.0,108.0,3100.0,6.0,-1.0,1008.0,-8.5,0.0,ESE,0.4
17169,17170,2015,2,14,9,207.0,210.0,58.0,100.0,2700.0,9.0,2.0,1006.0,-7.9,0.0,SW,0.8
17170,17171,2015,2,14,10,213.0,219.0,65.0,101.0,2700.0,13.0,5.0,1005.0,-9.2,0.0,W,1.4
17171,17172,2015,2,14,11,236.0,246.0,71.0,110.0,2900.0,20.0,7.0,1004.0,-9.0,0.0,NW,2.4
17172,17173,2015,2,14,12,227.0,238.0,74.0,110.0,2700.0,30.0,8.0,1007.0,-9.4,0.0,N,1.3
17173,17174,2015,2,14,13,241.0,245.0,75.0,121.0,2700.0,38.0,9.0,1002.0,-10.0,0.0,NE,2.2
17174,17175,2015,2,14,14,262.0,264.0,71.0,132.0,2900.0,47.0,11.0,1002.0,-9.4,0.0,SE,1.5
17175,17176,2015,2,14,15,271.0,275.0,73.0,126.0,2800.0,65.0,12.0,1003.0,-9.1,0.0,ESE,1.7
17176,17177,2015,2,14,16,284.0,287.0,69.0,126.0,2900.0,78.0,12.0,1006.0,-9.1,0.0,SE,1.1
17177,17178,2015,2,14,17,292.0,304.0,73.0,141.0,3100.0,70.0,11.0,1006.0,-8.8,0.0,SE,1.3
17178,17179,2015,2,14,18,300.0,320.0,76.0,128.0,3100.0,69.0,7.0,1005.0,-7.8,0.0,ENE,0.0
17179,17180,2015,2,14,19,312.0,322.0,64.0,156.0,3400.0,32.0,3.0,1007.0,-8.1,0.0,NE,0.7
17180,17181,2015,2,14,20,344.0,344.0,53.0,168.0,3800.0,15.0,3.0,1009.0,-7.5,0.0,SW,0.7
17181,17182,2015,2,14,21,348.0,348.0,48.0,179.0,4100.0,8.0,2.0,1009.0,-7.6,0.0,WSW,0.7
17182,17183,2015,2,14,22,354.0,354.0,42.0,179.0,4800.0,8.0,1.0,1006.0,-8.3,0.0,W,0.8
17183,17184,2015,2,14,23,352.0,352.0,38.0,174.0,4700.0,7.0,1.0,1008.0,-8.0,0.0,W,0.8
17184,17185,2015,2,15,0,354.0,354.0,48.0,164.0,4000.0,5.0,1.0,1012.0,-8.0,0.0,ESE,0.4
17185,17186,2015,2,15,1,372.0,374.0,64.0,157.0,4100.0,6.0,0.0,1008.0,-8.2,0.0,W,0.8
17186,17187,2015,2,15,2,373.0,376.0,70.0,154.0,4300.0,6.0,1.0,1010.0,-7.8,0.0,W,0.8
17187,17188,2015,2,15,3,365.0,376.0,88.0,136.0,4600.0,6.0,1.0,1009.0,-7.5,0.0,WSW,0.5
17188,17189,2015,2,15,4,373.0,373.0,68.0,132.0,4800.0,8.0,0.0,1013.0,-7.7,0.0,WSW,0.5
17189,17190,2015,2,15,5,364.0,364.0,62.0,126.0,5500.0,7.0,0.0,1009.0,-7.3,0.0,WNW,1.3
17190,17191,2015,2,15,6,367.0,374.0,70.0,131.0,6000.0,7.0,-1.0,1011.0,-6.8,0.0,WNW,0.8
17191,17192,2015,2,15,7,353.0,385.0,75.0,128.0,6000.0,7.0,-1.0,1009.0,-6.6,0.0,WNW,1.2
17192,17193,2015,2,15,8,311.0,353.0,86.0,120.0,5600.0,7.0,-1.0,1013.0,-5.6,0.0,W,1.1
17193,17194,2015,2,15,9,316.0,372.0,102.0,126.0,6300.0,8.0,1.0,1015.0,-4.6,0.0,WSW,0.7
17194,17195,2015,2,15,10,300.0,363.0,138.0,131.0,5800.0,9.0,3.0,1011.0,-5.9,0.0,WSW,0.5
17195,17196,2015,2,15,11,302.0,381.0,140.0,138.0,5600.0,10.0,6.0,1016.0,-6.3,0.0,WSW,0.8
17196,17197,2015,2,15,12,323.0,370.0,120.0,154.0,5800.0,11.0,6.0,1013.0,-6.6,0.0,SSW,1.2
17197,17198,2015,2,15,13,319.0,394.0,127.0,151.0,5700.0,12.0,7.0,1014.0,-6.7,0.0,SW,1.5
17198,17199,2015,2,15,14,318.0,384.0,120.0,155.0,5400.0,12.0,7.0,1012.0,-6.4,0.0,SW,1.3
17199,17200,2015,2,15,15,310.0,368.0,121.0,152.0,5300.0,11.0,7.0,1011.0,-6.7,0.0,SSE,1.4
17200,17201,2015,2,15,16,309.0,358.0,124.0,140.0,5500.0,12.0,7.0,1008.0,-6.4,0.0,WSW,1.0
17201,17202,2015,2,15,17,310.0,337.0,112.0,136.0,5200.0,11.0,6.0,1014.0,-7.6,0.0,WSW,1.3
17202,17203,2015,2,15,18,290.0,317.0,105.0,138.0,5000.0,9.0,6.0,1013.0,-7.6,0.0,SSW,1.0
17203,17204,2015,2,15,19,240.0,253.0,95.0,115.0,4100.0,10.0,6.0,1014.0,-8.3,0.0,SW,1.1
17204,17205,2015,2,15,20,209.0,236.0,86.0,106.0,3900.0,11.0,5.0,1014.0,-8.5,0.0,SSW,0.7
17205,17206,2015,2,15,21,186.0,199.0,81.0,114.0,3400.0,8.0,5.0,1011.0,-8.5,0.0,SSW,1.4
17206,17207,2015,2,15,22,191.0,196.0,82.0,111.0,3600.0,8.0,4.0,1012.0,-8.7,0.0,SSW,1.3
17207,17208,2015,2,15,23,198.0,206.0,76.0,104.0,4000.0,8.0,3.0,1012.0,-8.4,0.0,SW,1.1
17208,17209,2015,2,16,0,203.0,211.0,75.0,97.0,4300.0,9.0,2.0,1015.0,-8.4,0.0,SSW,0.9
17209,17210,2015,2,16,1,238.0,249.0,67.0,88.0,4000.0,9.0,1.0,1012.0,-7.3,0.0,ESE,0.0
17210,17211,2015,2,16,2,256.0,257.0,63.0,86.0,4000.0,9.0,0.0,1011.0,-7.7,0.0,SSW,0.7
17211,17212,2015,2,16,3,272.0,275.0,77.0,89.0,4300.0,10.0,0.0,1014.0,-7.1,0.0,WSW,1.4
17212,17213,2015,2,16,4,252.0,252.0,66.0,82.0,3600.0,8.0,0.0,1012.0,-6.8,0.0,NW,1.2
17213,17214,2015,2,16,5,241.0,241.0,66.0,82.0,3300.0,8.0,-2.0,1008.0,-6.9,0.0,WNW,1.2
17214,17215,2015,2,16,6,246.0,246.0,59.0,82.0,3500.0,8.0,-2.0,1009.0,-6.6,0.0,W,0.6
17215,17216,2015,2,16,7,254.0,254.0,48.0,84.0,4300.0,8.0,-2.0,1011.0,-6.6,0.0,WSW,1.1
17216,17217,2015,2,16,8,258.0,278.0,43.0,91.0,5100.0,8.0,-1.0,1012.0,-6.4,0.0,WSW,1.6
17217,17218,2015,2,16,9,243.0,243.0,79.0,104.0,4800.0,10.0,3.0,1012.0,-5.7,0.0,SW,1.0
17218,17219,2015,2,16,10,85.0,94.0,43.0,57.0,1400.0,35.0,5.0,1011.0,-6.3,0.0,WSW,1.2
17219,17220,2015,2,16,11,177.0,271.0,62.0,120.0,4000.0,21.0,8.0,1009.0,-8.6,0.0,WSW,0.8
17220,17221,2015,2,16,12,211.0,285.0,57.0,119.0,3600.0,29.0,10.0,1010.0,-10.8,0.0,S,1.5
17221,17222,2015,2,16,13,,154.0,14.0,18.0,500.0,78.0,11.0,1009.0,-13.2,0.0,WNW,3.8
17222,17223,2015,2,16,14,10.0,138.0,14.0,11.0,400.0,86.0,12.0,1007.0,-13.1,0.0,NNW,3.0
17223,17224,2015,2,16,15,16.0,103.0,10.0,11.0,300.0,86.0,13.0,1008.0,-12.3,0.0,NNW,3.1
17224,17225,2015,2,16,16,12.0,58.0,5.0,11.0,300.0,87.0,13.0,1009.0,-11.5,0.0,WNW,4.5
17225,17226,2015,2,16,17,10.0,39.0,3.0,17.0,300.0,80.0,12.0,1007.0,-11.6,0.0,NNW,4.0
17226,17227,2015,2,16,18,13.0,34.0,3.0,22.0,400.0,72.0,10.0,1008.0,-12.6,0.0,NE,2.6
17227,17228,2015,2,16,19,14.0,39.0,5.0,30.0,400.0,60.0,9.0,1013.0,-12.2,0.0,NE,2.0
17228,17229,2015,2,16,20,21.0,55.0,9.0,38.0,500.0,51.0,8.0,1012.0,-11.4,0.0,E,1.6
17229,17230,2015,2,16,21,20.0,52.0,8.0,38.0,500.0,50.0,7.0,1015.0,-11.7,0.0,NE,1.7
17230,17231,2015,2,16,22,24.0,58.0,9.0,51.0,600.0,34.0,7.0,1016.0,-11.2,0.0,ENE,3.3
17231,17232,2015,2,16,23,25.0,55.0,11.0,62.0,700.0,21.0,7.0,1010.0,-10.3,0.0,NE,2.3
17232,17233,2015,2,17,0,26.0,52.0,14.0,69.0,900.0,13.0,6.0,1013.0,-10.3,0.0,NE,2.9
17233,17234,2015,2,17,1,25.0,47.0,16.0,55.0,800.0,28.0,6.0,1013.0,-9.5,0.0,ENE,1.7
17234,17235,2015,2,17,2,20.0,30.0,12.0,36.0,500.0,46.0,5.0,1016.0,-10.0,0.0,E,1.8
17235,17236,2015,2,17,3,20.0,33.0,13.0,30.0,500.0,49.0,4.0,1017.0,-11.2,0.0,ENE,2.9
17236,17237,2015,2,17,4,16.0,30.0,12.0,27.0,500.0,51.0,4.0,1014.0,-10.9,0.0,ENE,2.7
17237,17238,2015,2,17,5,17.0,27.0,11.0,30.0,400.0,48.0,3.0,1013.0,-11.4,0.0,E,2.7
17238,17239,2015,2,17,6,15.0,33.0,9.0,28.0,400.0,51.0,3.0,1017.0,-11.0,0.0,ENE,2.9
17239,17240,2015,2,17,7,16.0,17.0,8.0,32.0,400.0,47.0,3.0,1015.0,-10.6,0.0,NE,3.3
17240,17241,2015,2,17,8,17.0,17.0,10.0,37.0,400.0,44.0,3.0,1016.0,-11.0,0.0,ENE,3.2
17241,17242,2015,2,17,9,18.0,21.0,11.0,36.0,500.0,46.0,4.0,1017.0,-10.9,0.0,NE,4.1
17242,17243,2015,2,17,10,23.0,48.0,12.0,33.0,500.0,51.0,6.0,1017.0,-10.3,0.0,NE,3.8
17243,17244,2015,2,17,11,20.0,59.0,8.0,18.0,400.0,70.0,7.0,1018.0,-11.2,0.0,NW,2.8
17244,17245,2015,2,17,12,16.0,67.0,7.0,17.0,300.0,76.0,8.0,1019.0,-11.4,0.0,NW,3.5
17245,17246,2015,2,17,13,17.0,64.0,6.0,12.0,300.0,84.0,9.0,1020.0,-11.6,0.0,NW,3.9
17246,17247,2015,2,17,14,18.0,59.0,6.0,12.0,300.0,87.0,10.0,1017.0,-11.4,0.0,NW,3.1
17247,17248,2015,2,17,15,19.0,50.0,6.0,14.0,300.0,88.0,11.0,1016.0,-11.1,0.0,NW,2.5
17248,17249,2015,2,17,16,19.0,38.0,8.0,16.0,300.0,87.0,11.0,1014.0,-11.1,0.0,NW,1.7
17249,17250,2015,2,17,17,20.0,36.0,10.0,20.0,300.0,85.0,11.0,1018.0,-10.5,0.0,WNW,2.4
17250,17251,2015,2,17,18,21.0,39.0,10.0,30.0,400.0,74.0,8.0,1016.0,-10.9,0.0,W,0.8
17251,17252,2015,2,17,19,18.0,36.0,7.0,51.0,600.0,51.0,4.0,1019.0,-10.5,0.0,SW,0.6
17252,17253,2015,2,17,20,22.0,44.0,9.0,83.0,800.0,15.0,3.0,1018.0,-9.0,0.0,WNW,1.4
17253,17254,2015,2,17,21,31.0,44.0,16.0,86.0,1000.0,13.0,2.0,1021.0,-9.3,0.0,WSW,0.8
17254,17255,2015,2,17,22,53.0,81.0,24.0,101.0,1700.0,5.0,3.0,1022.0,-9.0,0.0,W,1.2
17255,17256,2015,2,17,23,100.0,134.0,31.0,86.0,1800.0,13.0,3.0,1018.0,-7.5,0.0,W,0.7
17256,17257,2015,2,18,0,110.0,157.0,20.0,65.0,1700.0,31.0,1.0,1021.0,-6.6,0.0,SW,0.7
17257,17258,2015,2,18,1,108.0,147.0,17.0,54.0,1700.0,32.0,-1.0,1019.0,-7.0,0.0,W,0.5
17258,17259,2015,2,18,2,119.0,146.0,17.0,81.0,2100.0,6.0,-2.0,1020.0,-7.3,0.0,WSW,0.6
17259,17260,2015,2,18,3,67.0,67.0,23.0,51.0,1100.0,35.0,-2.0,1025.0,-8.1,0.0,W,0.6
17260,17261,2015,2,18,4,19.0,19.0,16.0,36.0,700.0,48.0,-2.0,1023.0,-8.5,0.0,N,0.0
17261,17262,2015,2,18,5,24.0,24.0,17.0,43.0,800.0,41.0,2.5,1026.2,-12.6,0.0,NE,2.7
17262,17263,2015,2,18,6,20.0,20.0,12.0,31.0,600.0,54.0,3.0,1026.0,-12.1,0.0,W,1.1
17263,17264,2015,2,18,7,16.0,16.0,11.0,31.0,400.0,54.0,,,,,,
17264,17265,2015,2,18,8,12.0,12.0,12.0,35.0,400.0,51.0,3.0,1022.0,-12.9,0.0,WNW,3.8
17265,17266,2015,2,18,9,13.0,13.0,12.0,29.0,400.0,60.0,5.0,1029.0,-13.0,0.0,WNW,3.4
17266,17267,2015,2,18,10,9.0,9.0,8.0,24.0,300.0,68.0,5.5,1029.1,-12.5,0.0,NE,4.5
17267,17268,2015,2,18,11,12.0,12.0,6.0,17.0,300.0,78.0,6.8,1029.0,-12.9,0.0,NE,3.7
17268,17269,2015,2,18,12,9.0,14.0,4.0,14.0,300.0,84.0,8.0,1022.0,-13.6,0.0,W,3.4
17269,17270,2015,2,18,13,10.0,14.0,3.0,12.0,200.0,89.0,9.0,1023.0,-14.8,0.0,SW,0.7
17270,17271,2015,2,18,14,8.0,21.0,4.0,12.0,200.0,92.0,10.0,1021.0,-14.7,0.0,SW,0.9
17271,17272,2015,2,18,15,14.0,36.0,4.0,14.0,300.0,92.0,10.0,1020.0,-15.5,0.0,NW,1.0
17272,17273,2015,2,18,16,15.0,16.0,5.0,17.0,300.0,91.0,10.0,1020.0,-14.7,0.0,SW,2.0
17273,17274,2015,2,18,17,15.0,15.0,7.0,22.0,300.0,87.0,10.0,1024.0,-14.7,0.0,SW,1.8
17274,17275,2015,2,18,18,20.0,26.0,9.0,28.0,400.0,79.0,8.0,1024.0,-13.0,0.0,SSW,1.3
17275,17276,2015,2,18,19,50.0,81.0,27.0,32.0,800.0,80.0,6.0,1025.0,-12.1,0.0,WSW,0.8
17276,17277,2015,2,18,20,161.0,222.0,64.0,54.0,1400.0,67.0,5.0,1024.0,-10.0,0.0,SW,0.4
17277,17278,2015,2,18,21,221.0,286.0,80.0,64.0,1500.0,56.0,4.0,1024.0,-10.5,0.0,S,1.9
17278,17279,2015,2,18,22,167.0,218.0,58.0,50.0,900.0,48.0,4.0,1025.0,-11.2,0.0,SSW,1.8
17279,17280,2015,2,18,23,182.0,248.0,59.0,60.0,1000.0,31.0,3.0,1023.0,-11.4,0.0,SSW,2.6
17280,17281,2015,2,19,0,201.0,257.0,61.0,45.0,1300.0,39.0,3.0,1024.0,-11.4,0.0,WSW,1.2
17281,17282,2015,2,19,1,525.0,783.0,200.0,54.0,1200.0,29.0,2.0,1026.0,-10.9,0.0,SSW,1.6
17282,17283,2015,2,19,2,243.0,334.0,69.0,52.0,1100.0,28.0,1.0,1023.0,-10.2,0.0,WSW,0.8
17283,17284,2015,2,19,3,260.0,341.0,66.0,56.0,1200.0,25.0,2.0,1021.0,-10.2,0.0,SSW,0.5
17284,17285,2015,2,19,4,326.0,425.0,69.0,56.0,1300.0,22.0,0.0,1021.0,-10.5,0.0,S,1.1
17285,17286,2015,2,19,5,276.0,333.0,60.0,46.0,1200.0,34.0,1.0,1020.0,-10.5,0.0,SW,0.9
17286,17287,2015,2,19,6,284.0,363.0,68.0,63.0,1600.0,17.0,1.0,1024.0,-10.5,0.0,SSW,1.5
17287,17288,2015,2,19,7,292.0,350.0,73.0,64.0,1700.0,12.0,0.0,1025.0,-10.5,0.0,W,0.7
17288,17289,2015,2,19,8,301.0,381.0,72.0,66.0,2600.0,8.0,-1.0,1023.0,-10.6,0.0,SE,0.8
17289,17290,2015,2,19,9,306.0,370.0,86.0,61.0,2500.0,14.0,2.0,1024.0,-9.9,0.0,SSW,1.6
17290,17291,2015,2,19,10,308.0,381.0,106.0,62.0,2400.0,20.0,3.0,1023.0,-9.3,0.0,SW,1.1
17291,17292,2015,2,19,11,288.0,368.0,108.0,60.0,2200.0,31.0,4.0,1026.0,-9.4,0.0,SSE,2.1
17292,17293,2015,2,19,12,228.0,273.0,99.0,47.0,1600.0,53.0,5.0,1021.0,-10.4,0.0,SSW,2.9
17293,17294,2015,2,19,13,168.0,218.0,75.0,35.0,1100.0,76.0,5.0,1022.0,-10.8,0.0,WSW,2.5
17294,17295,2015,2,19,14,113.0,132.0,55.0,30.0,900.0,79.0,5.0,1020.0,-9.6,0.0,SW,2.0
17295,17296,2015,2,19,15,98.0,128.0,47.0,29.0,800.0,84.0,5.0,1021.0,-6.6,0.0,WSW,5.0
17296,17297,2015,2,19,16,118.0,196.0,35.0,29.0,1000.0,81.0,2.0,1022.0,0.2,0.3,SW,1.2
17297,17298,2015,2,19,17,142.0,166.0,12.0,34.0,1100.0,59.0,2.0,1018.0,0.8,0.4,SSW,2.0
17298,17299,2015,2,19,18,132.0,143.0,7.0,37.0,1100.0,53.0,1.0,1018.0,0.0,0.3,SW,1.5
17299,17300,2015,2,19,19,121.0,128.0,6.0,37.0,1000.0,55.0,1.0,1019.0,0.1,0.2,SW,2.0
17300,17301,2015,2,19,20,135.0,139.0,5.0,36.0,1000.0,53.0,1.0,1019.0,0.3,0.3,SW,1.2
17301,17302,2015,2,19,21,133.0,133.0,5.0,42.0,1000.0,50.0,1.0,1019.0,0.1,0.0,SW,1.5
17302,17303,2015,2,19,22,124.0,124.0,6.0,42.0,1000.0,51.0,1.0,1019.0,0.1,0.0,SW,0.9
17303,17304,2015,2,19,23,113.0,113.0,6.0,33.0,1000.0,60.0,1.0,1021.0,0.1,0.0,SSW,1.0
17304,17305,2015,2,20,0,130.0,130.0,6.0,32.0,1100.0,58.0,1.0,1017.0,0.1,0.0,SW,0.9
17305,17306,2015,2,20,1,132.0,132.0,6.0,30.0,1100.0,62.0,2.0,1015.0,1.1,0.0,WSW,0.4
17306,17307,2015,2,20,2,123.0,123.0,8.0,25.0,1000.0,68.0,2.0,1016.0,1.0,0.0,SW,1.5
17307,17308,2015,2,20,3,130.0,130.0,7.0,35.0,1100.0,57.0,1.0,1016.0,0.1,0.4,SSW,1.6
17308,17309,2015,2,20,4,126.0,126.0,4.0,35.0,1200.0,44.0,1.0,1017.0,0.3,1.0,SSW,0.7
17309,17310,2015,2,20,5,100.0,100.0,3.0,32.0,900.0,49.0,1.0,1016.0,0.4,0.7,SSW,1.1
17310,17311,2015,2,20,6,98.0,98.0,3.0,34.0,1100.0,40.0,1.0,1013.0,0.4,1.2,ESE,0.0
17311,17312,2015,2,20,7,104.0,104.0,3.0,42.0,1200.0,28.0,0.0,1018.8,-0.1,0.3,SE,0.6
17312,17313,2015,2,20,8,102.0,102.0,4.0,52.0,1300.0,26.0,1.0,1018.0,0.4,0.0,SSW,0.9
17313,17314,2015,2,20,9,108.0,108.0,4.0,46.0,1300.0,29.0,1.0,1014.0,0.3,0.7,WSW,0.5
17314,17315,2015,2,20,10,108.0,108.0,6.0,44.0,1400.0,26.0,1.0,1013.0,0.1,0.3,SW,0.7
17315,17316,2015,2,20,11,110.0,110.0,5.0,46.0,1400.0,20.0,1.0,1013.0,0.3,0.7,ESE,0.3
17316,17317,2015,2,20,12,118.0,118.0,5.0,47.0,1400.0,16.0,2.0,1013.0,0.5,0.3,SSW,1.5
17317,17318,2015,2,20,13,120.0,120.0,5.0,46.0,1500.0,20.0,2.0,1011.0,0.5,0.0,SSW,0.8
17318,17319,2015,2,20,14,125.0,125.0,6.0,50.0,1700.0,15.0,2.0,1011.0,0.2,0.4,SW,1.0
17319,17320,2015,2,20,15,130.0,130.0,6.0,51.0,1700.0,14.0,2.0,1012.0,0.2,0.0,WSW,0.8
17320,17321,2015,2,20,16,138.0,138.0,7.0,53.0,1700.0,10.0,2.0,1010.0,0.4,0.0,WNW,1.2
17321,17322,2015,2,20,17,156.0,156.0,6.0,57.0,1900.0,3.0,2.0,1010.0,0.7,0.0,SSW,1.0
17322,17323,2015,2,20,18,166.0,166.0,6.0,58.0,1900.0,2.0,0.5,1015.6,0.4,0.0,SW,1.5
17323,17324,2015,2,20,19,182.0,182.0,6.0,60.0,2000.0,2.0,1.0,1013.0,-0.2,0.0,SW,1.2
17324,17325,2015,2,20,20,197.0,197.0,6.0,58.0,2100.0,2.0,1.0,1010.0,0.1,0.1,WSW,0.8
17325,17326,2015,2,20,21,205.0,205.0,6.0,58.0,2200.0,2.0,1.0,1013.0,0.1,0.3,SW,0.6
17326,17327,2015,2,20,22,221.0,221.0,6.0,54.0,2100.0,2.0,0.1,1015.6,-0.8,1.1,SSE,0.7
17327,17328,2015,2,20,23,190.0,190.0,5.0,49.0,1800.0,7.0,1.0,1011.0,0.4,0.3,WSW,0.9
17328,17329,2015,2,21,0,170.0,170.0,5.0,53.0,1800.0,6.0,1.0,1010.0,0.4,0.0,ESE,0.3
17329,17330,2015,2,21,1,163.0,163.0,6.0,48.0,1700.0,12.0,1.0,1010.0,0.4,0.0,WNW,0.8
17330,17331,2015,2,21,2,171.0,171.0,6.0,50.0,1900.0,10.0,1.0,1009.0,0.4,0.0,SSW,0.9
17331,17332,2015,2,21,3,190.0,190.0,8.0,51.0,1900.0,10.0,1.0,1008.0,0.4,0.0,SW,1.2
17332,17333,2015,2,21,4,202.0,202.0,8.0,44.0,1800.0,18.0,1.0,1012.3,-1.4,0.0,WSW,1.7
17333,17334,2015,2,21,5,196.0,196.0,7.0,45.0,1900.0,14.0,1.0,1009.0,0.3,0.0,SW,0.1
17334,17335,2015,2,21,6,229.0,229.0,8.0,50.0,2400.0,6.0,1.0,1010.0,0.3,0.0,W,0.9
17335,17336,2015,2,21,7,258.0,258.0,8.0,50.0,2700.0,3.0,1.0,1011.0,0.3,0.0,WSW,1.2
17336,17337,2015,2,21,8,277.0,277.0,7.0,47.0,2800.0,4.0,1.0,1009.0,0.3,0.0,W,0.8
17337,17338,2015,2,21,9,273.0,273.0,7.0,46.0,2800.0,7.0,1.0,1010.0,0.1,0.0,W,1.1
17338,17339,2015,2,21,10,242.0,242.0,7.0,40.0,2300.0,15.0,2.0,1010.0,1.1,0.0,SSW,1.6
17339,17340,2015,2,21,11,222.0,222.0,8.0,38.0,2200.0,20.0,2.0,1007.0,1.0,0.0,SW,0.3
17340,17341,2015,2,21,12,231.0,231.0,8.0,37.0,2200.0,22.0,0.8,1010.5,0.1,0.0,SSW,2.1
17341,17342,2015,2,21,13,286.0,286.0,10.0,42.0,2400.0,20.0,2.0,1007.0,0.4,0.0,SSW,2.2
17342,17343,2015,2,21,14,318.0,323.0,10.0,41.0,2400.0,21.0,1.3,1010.1,-0.2,0.0,WSW,2.2
17343,17344,2015,2,21,15,334.0,342.0,10.0,41.0,2500.0,23.0,3.0,1005.0,-0.1,0.0,NE,1.3
17344,17345,2015,2,21,16,252.0,252.0,18.0,36.0,1700.0,44.0,4.0,1007.0,-8.4,0.0,WNW,6.3
17345,17346,2015,2,21,17,48.0,284.0,13.0,14.0,400.0,74.0,3.0,1007.0,-13.3,0.0,WNW,7.8
17346,17347,2015,2,21,18,45.0,491.0,4.0,12.0,300.0,78.0,2.0,1012.0,-17.0,0.0,WNW,5.1
17347,17348,2015,2,21,19,36.0,363.0,2.0,12.0,300.0,83.0,2.0,1013.0,-19.3,0.0,NW,4.7
17348,17349,2015,2,21,20,25.0,283.0,3.0,11.0,300.0,85.0,0.3,1017.7,-20.7,0.0,NW,5.2
17349,17350,2015,2,21,21,30.0,392.0,4.0,12.0,300.0,81.0,1.0,1013.0,-22.8,0.0,NW,3.7
17350,17351,2015,2,21,22,34.0,415.0,5.0,10.0,300.0,80.0,0.0,1018.0,-22.9,0.0,WNW,3.4
17351,17352,2015,2,21,23,32.0,410.0,4.0,10.0,300.0,78.0,0.0,1015.0,-22.2,0.0,NNW,3.2
17352,17353,2015,2,22,0,46.0,606.0,3.0,7.0,200.0,78.0,-1.0,1019.0,-23.7,0.0,NW,4.3
17353,17354,2015,2,22,1,55.0,611.0,2.0,6.0,200.0,79.0,-2.0,1016.0,-23.9,0.0,NW,5.3
17354,17355,2015,2,22,2,57.0,531.0,2.0,6.0,300.0,77.0,-3.3,1020.5,-23.1,0.0,NW,7.0
17355,17356,2015,2,22,3,71.0,534.0,2.0,6.0,300.0,76.0,-4.0,1015.0,-24.3,0.0,WNW,5.0
17356,17357,2015,2,22,4,88.0,570.0,2.0,6.0,300.0,76.0,-4.0,1018.0,-23.7,0.0,WNW,2.6
17357,17358,2015,2,22,5,83.0,479.0,2.0,11.0,300.0,70.0,-4.0,1015.0,-23.7,0.0,WNW,4.3
17358,17359,2015,2,22,6,74.0,432.0,2.0,14.0,300.0,66.0,-4.0,1019.0,-23.7,0.0,NW,3.5
17359,17360,2015,2,22,7,67.0,364.0,2.0,18.0,300.0,62.0,-4.0,1016.0,-23.2,0.0,W,2.3
17360,17361,2015,2,22,8,58.0,299.0,2.0,21.0,300.0,59.0,-4.0,1016.0,-23.2,0.0,WNW,6.6
17361,17362,2015,2,22,9,44.0,204.0,2.0,18.0,300.0,62.0,-2.0,1016.0,-21.5,0.0,WNW,2.5
17362,17363,2015,2,22,10,38.0,180.0,2.0,15.0,300.0,64.0,-1.0,1015.0,-21.2,0.0,WNW,4.1
17363,17364,2015,2,22,11,28.0,160.0,3.0,13.0,300.0,66.0,1.0,1018.0,-20.1,0.0,WNW,1.8
